Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Proceso;Proceso;Fecha Demanda
168;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;03/01/2022
169;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;03/01/2022
170;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1204;ALMENDRALES;052;70 - 74;Española;M;114;CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM;03/01/2022
171;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1204;ALMENDRALES;052;70 - 74;Española;M;129;PENSION NO CONTRIBUTIVA INVALIDEZ;03/01/2022
172;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;022;55 - 59;Española;H;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
173;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;028;50 - 54;Extranjera;H;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
174;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;031;30 - 34;Extranjera;M;223;INFORME DERIVACION GENERAL;03/01/2022
175;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;031;80 - 84;Española;H;9990;TELEASISTENCIA MAYORES ASP;03/01/2022
176;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;03/01/2022
177;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
178;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;03/01/2022
179;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;03/01/2022
180;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;03/01/2022
181;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
182;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;03/01/2022
183;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;03/01/2022
184;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;03/01/2022
185;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
186;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
187;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;03/01/2022
188;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;03/01/2022
189;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
190;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;03/01/2022
191;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;03/01/2022
192;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
193;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;03/01/2022
194;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
195;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
196;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;79;RESIDENCIA TEMPORAL MAYORES CM;03/01/2022
197;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;112;PENSIONES CONTRIBUTIVAS CM;03/01/2022
198;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10861;RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS);03/01/2022
199;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;020;80 - 84;Española;M;57;DEPENDENCIA CM;03/01/2022
200;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;015;>=85;Española;M;57;DEPENDENCIA CM;03/01/2022
201;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;020;80 - 84;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;03/01/2022
202;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;020;80 - 84;Española;H;57;DEPENDENCIA CM;03/01/2022
203;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;020;80 - 84;Española;H;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;03/01/2022
204;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;023;45 - 49;Española;M;1;COBERTURA NECESIDADES BASICAS;03/01/2022
205;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;001;18 - 24;Española;M;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
206;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;008;>=85;Española;M;57;DEPENDENCIA CM;03/01/2022
207;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;020;80 - 84;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;03/01/2022
208;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;009;40 - 44;Extranjera;M;182;APOYO SOCIOEDUCATIVO Y PRELABORAL ADOLESCENTES (ASPA);03/01/2022
209;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;001;18 - 24;Española;M;10902;INGRESO MÍNIMO VITAL;03/01/2022
210;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1904;EL CAÑAVERAL;052;25 - 29;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;03/01/2022
211;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1904;EL CAÑAVERAL;052;25 - 29;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;03/01/2022
212;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;002;18 - 24;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;03/01/2022
213;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
214;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
215;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
216;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;9992;TELEASISTENCIA DISCAPACITADOS ASP;03/01/2022
217;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
218;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;03/01/2022
219;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;03/01/2022
220;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;03/01/2022
221;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;127;COMIDA A DOMICILIO;03/01/2022
222;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;03/01/2022
223;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;114;CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM;03/01/2022
224;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
225;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
226;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;03/01/2022
227;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;170;CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL);03/01/2022
228;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
229;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;016;75 - 79;Española;H;10902;INGRESO MÍNIMO VITAL;03/01/2022
230;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;012;70 - 74;Española;H;10734;PROYECTOS PROPIOS DEL DISTRITO;03/01/2022
231;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;042;55 - 59;Extranjera;M;60;VIVIENDA;03/01/2022
232;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;020;50 - 54;Española;M;62;ASOCIACIONES ONG;03/01/2022
233;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;022;25 - 29;Extranjera;M;57;DEPENDENCIA CM;03/01/2022
234;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1803;ENSANCHE DE VALLECAS;068;35 - 39;Extranjera;M;60;VIVIENDA;03/01/2022
235;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1803;ENSANCHE DE VALLECAS;063;50 - 54;Española;H;57;DEPENDENCIA CM;03/01/2022
236;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1803;ENSANCHE DE VALLECAS;052;75 - 79;Extranjera;H;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
237;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;7;AYUDA ESCUELA INFANTIL;03/01/2022
238;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
239;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;171;CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS);03/01/2022
240;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;120;TRABAJO Y EMPLEO CM;03/01/2022
241;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;169;SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS;03/01/2022
242;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
243;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
244;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;03/01/2022
245;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;03/01/2022
246;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;71;CENTRO DE APOYO A LA FAMILIA;03/01/2022
247;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;62;ASOCIACIONES ONG;03/01/2022
248;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;60;VIVIENDA;03/01/2022
249;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
250;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;03/01/2022
251;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;03/01/2022
252;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;03/01/2022
253;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;03/01/2022
254;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;03/01/2022
255;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;03/01/2022
256;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;03/01/2022
257;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
258;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;03/01/2022
259;103;CSS Eduardo Minguito;17;VILLAVERDE; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;03/01/2022
260;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;03/01/2022
261;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;090;>=85;Española;M;57;DEPENDENCIA CM;03/01/2022
262;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;094;18 - 24;Extranjera;M;213;RENTA MINÍMA DE INSERCIÓN;03/01/2022
263;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;18 - 24;Extranjera;M;189;OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE;03/01/2022
264;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;18 - 24;Extranjera;M;59;TRABAJO Y EMPLEO;03/01/2022
265;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;027;60 - 64;Española;H;176;PEQ. ARREGLOS Y ADAPT. VIV. HABITUAL DISCAPACITADOS;03/01/2022
266;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;014;50 - 54;Española;H;60;VIVIENDA;03/01/2022
267;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;55 - 59;Extranjera;H;114;CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM;03/01/2022
268;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;55 - 59;Extranjera;H;57;DEPENDENCIA CM;03/01/2022
269;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;027;30 - 34;Extranjera;H;62;ASOCIACIONES ONG;03/01/2022
270;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;025;30 - 34;Extranjera;M;8;ACTIVIDADES PREVENTIVAS DE ESP. NECESIDAD MENORES;03/01/2022
271;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;18 - 24;Extranjera;M;62;ASOCIACIONES ONG;03/01/2022
272;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;006;30 - 34;Española;M;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;03/01/2022
273;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;04/01/2022
274;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;04/01/2022
275;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;182;70 - 74;Española;M;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
276;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;007;55 - 59;Extranjera;H;1;COBERTURA NECESIDADES BASICAS;04/01/2022
277;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;002;55 - 59;Extranjera;M;43;PENSION NO CONTRIBUTIVA CM;04/01/2022
278;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;012;70 - 74;Extranjera;M;43;PENSION NO CONTRIBUTIVA CM;04/01/2022
279;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;039;30 - 34;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;04/01/2022
280;71;CSS Maravillas;01;CENTRO; ; ; ; ; ; ; ; ;60;VIVIENDA;04/01/2022
281;71;CSS Maravillas;01;CENTRO; ; ; ; ; ; ; ; ;170;CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL);04/01/2022
282;71;CSS Maravillas;01;CENTRO; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;04/01/2022
283;71;CSS Maravillas;01;CENTRO; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;04/01/2022
284;71;CSS Maravillas;01;CENTRO; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
285;71;CSS Maravillas;01;CENTRO;01;CENTRO;0102;EMBAJADORES;026;70 - 74;Española;M;77;RESIDENCIA MAYORES AUTONOMOS CM;04/01/2022
286;71;CSS Maravillas;01;CENTRO;01;CENTRO;0104;JUSTICIA;074;30 - 34;Española;H;10734;PROYECTOS PROPIOS DEL DISTRITO;04/01/2022
287;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;104;50 - 54;Extranjera;M;10902;INGRESO MÍNIMO VITAL;04/01/2022
288;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;099;40 - 44;Española;H;213;RENTA MINÍMA DE INSERCIÓN;04/01/2022
289;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;097;65 - 69;Española;M;10734;PROYECTOS PROPIOS DEL DISTRITO;04/01/2022
290;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;093;50 - 54;Española;H;4457;INFORME SOCIAL JUZGADOS INSTRUCCION;04/01/2022
291;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;099;40 - 44;Española;H;10902;INGRESO MÍNIMO VITAL;04/01/2022
292;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;099;40 - 44;Española;H;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;04/01/2022
293;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;77;RESIDENCIA MAYORES AUTONOMOS CM;04/01/2022
294;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;04/01/2022
295;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;04/01/2022
296;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;04/01/2022
297;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ; ; ; ; ; ; ; ; ;98;BECAS COMEDOR ESCOLAR CM;04/01/2022
298;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ; ; ; ; ; ; ; ; ;220;SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA;04/01/2022
299;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;085;>=85;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;04/01/2022
300;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;085;>=85;Española;M;57;DEPENDENCIA CM;04/01/2022
301;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;085;>=85;Española;M;127;COMIDA A DOMICILIO;04/01/2022
302;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;093;75 - 79;Extranjera;M;57;DEPENDENCIA CM;04/01/2022
303;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;093;75 - 79;Extranjera;M;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
304;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;093;75 - 79;Extranjera;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;04/01/2022
305;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;085;>=85;Española;M;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
306;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;085;60 - 64;Española;H;10902;INGRESO MÍNIMO VITAL;04/01/2022
307;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;004;75 - 79;Española;H;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
308;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;008;80 - 84;Española;M;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
309;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;010;75 - 79;Española;H;57;DEPENDENCIA CM;04/01/2022
310;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;017;80 - 84;Española;M;57;DEPENDENCIA CM;04/01/2022
311;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0705;RIOS ROSAS;116;80 - 84;Española;M;57;DEPENDENCIA CM;04/01/2022
312;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0705;RIOS ROSAS;114;70 - 74;Española;H;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
313;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0705;RIOS ROSAS;103;75 - 79;Española;M;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
314;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0705;RIOS ROSAS;103;75 - 79;Española;M;57;DEPENDENCIA CM;04/01/2022
315;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0703;TRAFALGAR;064;80 - 84;Española;M;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
316;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0703;TRAFALGAR;064;80 - 84;Española;M;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
317;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
318;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;04/01/2022
319;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
320;108;CSS Santa Felicidad;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;04/01/2022
321;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;04/01/2022
322;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;127;COMIDA A DOMICILIO;04/01/2022
323;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;04/01/2022
324;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;04/01/2022
325;130;CSS El Querol;16;HORTALEZA; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;04/01/2022
326;130;CSS El Querol;16;HORTALEZA; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;04/01/2022
327;130;CSS El Querol;16;HORTALEZA; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;04/01/2022
328;130;CSS El Querol;16;HORTALEZA; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;04/01/2022
329;106;CSS Fuerte de Navidad;10;LATINA; ; ; ; ; ; ; ; ;216;SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL;04/01/2022
330;106;CSS Fuerte de Navidad;10;LATINA; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;04/01/2022
331;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;04/01/2022
